name;last_name;birth_date;id;city;town;symptoms;description;status;date_of_admission
Elodia;Suárez;28/10/1985;192552181610;Izabal;Livingston;Fiebre, Tos seca;San Juan Ermita, Guatemala;Sospechoso;29/03/2020
Donatela;Barajas;22/01/1976;21977390125;Zacapa;Estanzuela;Fiebre, Tos seca, Escalofríos y dolores corporales;Birmingham, Estados Unidos;Confirmado;18/03/2020
Oriel;Mateo;19/11/1982;256803241010;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Colorado Springs, Estados Unidos;Confirmado;28/03/2020
Clovis;Arce;18/11/1940;2573321719;El Progreso;Sanarate;Fiebre, Cansancio;San Diego, Estados Unidos;Recuperado;1/04/2020
Andreas;Acevedo;28/12/1921;2026129768;Retalhuleu;Champerico;Fiebre, Dificultad respiratoria;Ojos de Agua, Honduras;Sospechoso;1/04/2020
Mickey;León;22/04/1982;216618292110;Sololá;Nahualá;Fiebre, Cansancio, Escalofríos y dolores corporales;Ocote Paulino, Honduras;Recuperado;9/04/2020
Netanel;Robles;12/10/1938;2802510998;Chiquimula;Ipala;Fiebre, Tos seca;Springfield, Estados Unidos;Recuperado;1/04/2020
Nuncio;Almaraz;27/05/1921;29410436212;Santa Rosa;Cuilapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Ejidal, Mexico;Confirmado;14/04/2020
Noam;Rivas;1/03/1995;2498338099;Guatemala;Fraijanes;Fiebre, Tos seca, Escalofríos y dolores corporales;Solidaridad, Mexico;Recuperado;24/04/2020
Babbete;Ballesteros;20/04/1934;24654739171;Guatemala;Guatemala;Fiebre, Cansancio;Naples, Estados Unidos;Sospechoso;17/03/2020
Isadora;Cardona;11/11/1999;23438842191;San Marcos;Catarina;Fiebre, Tos seca, Escalofríos y dolores corporales;Independencia, Mexico;Confirmado;6/05/2020
Pánfilo;Callas;11/01/1990;201531351210;San Marcos;Catarina;Fiebre, Cansancio, Escalofríos y dolores corporales;Lansing, Estados Unidos;Sospechoso;20/04/2020
Agüeda;Arteaga;8/03/1941;2018816275;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Virginia Beach, Estados Unidos;Recuperado;30/03/2020
Dalmiro;Toledo;16/09/1989;295956161910;Escuintla;Tiquisate;Fiebre, Tos seca;Oklahoma City, Estados Unidos;Sospechoso;23/03/2020
Kapriel;Dueñas;30/09/1985;23783403181;Zacapa;Estanzuela;Fiebre, Cansancio, Escalofríos y dolores corporales;Tarragona, España;Sospechoso;21/03/2020
Meuris;Haro;16/01/1962;2357380166;Quetzaltenango;Cantel;Fiebre, Tos seca;El Aguacate, Mexico;Sospechoso;6/04/2020
Kirian;Mateo;3/04/2002;2583594599;Huehuetenango;Cuilco;Fiebre, Tos seca;Tucson, Estados Unidos;Confirmado;2/05/2020
Javiera;Sarabia;21/05/1993;20888474208;Jalapa;San Luis Jilotepeque;Fiebre, Tos seca;Atlanta, Estados Unidos;Sospechoso;16/04/2020
Dalmiro;Portillo;27/09/1972;21249705155;Escuintla;Iztapa;Fiebre, Tos seca;El Rincón, Panama;Confirmado;12/04/2020
Stefano;Pizarro;27/11/1936;27739810161;Jutiapa;El Adelanto;Fiebre, Dificultad respiratoria;Cololaca, Honduras;Sospechoso;20/04/2020
Renau;Ocasio;6/04/1961;28234482183;Chimaltenango;San Juan Comalapa;Fiebre, Dificultad respiratoria;Tucson, Estados Unidos;Sospechoso;25/03/2020
Erwin;Meraz;24/11/1965;29953701145;Chimaltenango;Tecpán;Fiebre, Tos seca;Santa Rita, Mexico;Recuperado;14/03/2020
Edipo;Serna;21/12/1977;23037724169;Guatemala;San José Pinula;Fiebre, Dificultad respiratoria;Garden Grove, Estados Unidos;Sospechoso;20/04/2020
Narcis;Ríos;3/12/1933;2469817933;San Marcos;Malacatán;Fiebre, Cansancio;Liure, Honduras;Confirmado;22/03/2020
Eladio;Solano;26/05/1929;25699161132;Quetzaltenango;Salcajá;Fiebre, Tos seca, Escalofríos y dolores corporales;Puerto Castilla, Honduras;Confirmado;18/04/2020
Isis;Ayala;26/02/1962;29898183171;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Los Angeles, Mexico;Sospechoso;11/04/2020
Tertulio;Longoria;24/02/1926;20388372101;Chiquimula;Ipala;Fiebre, Tos seca;El Calvario, Mexico;Sospechoso;20/04/2020
Kaukel;Pedraza;6/06/1989;24181884153;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Texistepeque, El Salvador;Confirmado;22/03/2020
Nereu;Angulo;12/10/1981;2763959674; Quetzaltenango; Quetzaltenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Oakland, Estados Unidos;Confirmado;15/04/2020
Goratze;Rivera;19/03/1960;23006037112;Escuintla;Tiquisate;Fiebre, Cansancio;Gary, Estados Unidos;Recuperado;17/04/2020
Osmundo;Alaniz;30/12/1953;24872587199;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;Santiago De Compostela, España;Confirmado;30/04/2020
Galit;Santacruz;19/11/1952;2315779053;Chimaltenango;Chimaltenango;Fiebre, Cansancio, Escalofríos y dolores corporales;El Paso, Estados Unidos;Recuperado;10/04/2020
Michel;Montés;22/02/2014;27213663141;San Marcos;Comitancillo;Fiebre, Dificultad respiratoria;San José de los Remates, Nicaragua;Recuperado;23/04/2020
Hassan;Zarate;3/03/1996;23304036151;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Sandy Bay, Honduras;Confirmado;19/04/2020
Iair;Archuleta;5/09/2013;28223208165;Zacapa;Río Hondo;Fiebre, Tos seca, Escalofríos y dolores corporales;San Lorenzo, Honduras;Sospechoso;7/04/2020
Aciscio;Curiel;15/05/1991;25767872137;Jalapa;Mataquescuintla;Fiebre, Cansancio;New Orleans, Estados Unidos;Confirmado;19/03/2020
Floriana;Grijalva;20/03/1945;27540601187;Retalhuleu;San Felipe;Fiebre, Tos seca;Orlando, Estados Unidos;Confirmado;20/03/2020
Karmina;Tejeda;16/02/1989;2401032555;Guatemala;Fraijanes;Fiebre, Tos seca;Buenavista, Mexico;Recuperado;25/03/2020
Violeta;Monroy;11/04/2012;20257769103;Suchitepéquez;Mazatenango ;Fiebre, Tos seca;Savannah, Estados Unidos;Confirmado;2/05/2020
Jamila;Ulloa;4/11/2010;2950837346;El Progreso;Guastatoya;Fiebre, Tos seca, Escalofríos y dolores corporales;Reston, Estados Unidos;Sospechoso;26/03/2020
Constancio;Olvera;2/04/1978;2885250798;San Marcos;Catarina;Fiebre, Tos seca;Madrid, España;Confirmado;26/03/2020
Blas;Madrigal;16/06/1963;2296576858;Quiché;Pachalum;Fiebre, Dificultad respiratoria;Yupiltepeque, Guatemala;Recuperado;28/04/2020
Crystal;Alemán;13/01/1958;2298476115;Zacapa;Cabañas;Fiebre, Cansancio;Bocana de Paiwas, Nicaragua;Recuperado;1/05/2020
Lupo;Caldera;28/05/1929;2466238755;Quiché;Zacualpa;Fiebre, Cansancio, Escalofríos y dolores corporales;Fort Myers, Estados Unidos;Confirmado;10/04/2020
Teodosio;Alarcón;26/12/1974;197285361010;Izabal;Los Amates;Fiebre, Cansancio, Escalofríos y dolores corporales;Venezia, Italia;Confirmado;29/03/2020
Giselle;Cantú;19/02/1970;28996019101;Escuintla;Siquinalá;Fiebre, Tos seca;Hampton, Estados Unidos;Confirmado;14/03/2020
Loris;Amaya;8/03/2018;2914637029;Guatemala;Amatitlán;Fiebre, Tos seca;Silca, Honduras;Recuperado;17/03/2020
Nera;Arreola;4/05/1955;21003012146;Sololá;Panajachel;Fiebre, Dificultad respiratoria;San Martin, Mexico;Confirmado;9/04/2020
Flaminio;Figueroa;22/05/1948;2310867371;Sacatepéquez;San Miguel Dueñas;Fiebre, Tos seca;Aserrío de Gariché, Panama;Confirmado;31/03/2020
Eluhuei;Serrano;7/10/1971;260925071710;San Marcos;Malacatán;Fiebre, Cansancio;Fullerton, Estados Unidos;Confirmado;19/04/2020
Tabita;Duarte;24/08/1976;25975101510;Sololá;San Antonio Palopó;Fiebre, Cansancio;Lepaterique, Honduras;Sospechoso;25/03/2020
Quillén;Banda;9/03/1986;2979036734;Huehuetenango;La Libertad;Fiebre, Tos seca, Escalofríos y dolores corporales;El Calvario, Mexico;Recuperado;21/03/2020
Yamile;Villa;16/01/1946;22396536169;Zacapa;Estanzuela;Fiebre, Cansancio, Escalofríos y dolores corporales;Youngstown, Estados Unidos;Sospechoso;13/04/2020
Cato;Domínguez;30/12/1937;19871294219;Escuintla;Nueva Concepción;Fiebre, Cansancio;Granada, Nicaragua;Confirmado;3/05/2020
Mustafá;Sauceda;8/07/1966;2874352467;Suchitepéquez;Samayac;Fiebre, Cansancio, Escalofríos y dolores corporales;Fort Lauderdale, Estados Unidos;Recuperado;28/04/2020
Hilary;Prieto;21/07/1978;2356212485;Guatemala;Guatemala;Fiebre, Cansancio;Boston, Estados Unidos;Recuperado;22/04/2020
Tirsa;Leiva;15/03/1941;22749753201;Huehuetenango;Nentón;Fiebre, Dificultad respiratoria;Peña Blanca, Honduras;Sospechoso;15/04/2020
Agape;Colón;2/01/1997;21659108219;Quiché;Sacapulas;Fiebre, Cansancio, Escalofríos y dolores corporales;Austin, Estados Unidos;Recuperado;23/03/2020
Ninfa;Madrid;8/11/1985;2542541959;San Marcos;Malacatán;Fiebre, Tos seca, Escalofríos y dolores corporales;Benito Juarez, Mexico;Confirmado;29/03/2020
Walkiria;Cordova;4/08/1999;23740026106;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Cartago, Costa Rica;Confirmado;4/04/2020
Nerio;Saavedra;7/06/1999;23935049108;Escuintla;Palín;Fiebre, Tos seca, Escalofríos y dolores corporales;Bradenton, Estados Unidos;Recuperado;20/03/2020
Fedra;Archuleta;19/05/1935;2913216974;San Marcos;Comitancillo;Fiebre, Cansancio, Escalofríos y dolores corporales;Cartagena, España;Sospechoso;27/04/2020
Hossana;Montemayor;21/01/2004;20712039194;Guatemala;Chinautla;Fiebre, Dificultad respiratoria;Des Moines, Estados Unidos;Recuperado;21/03/2020
Zohar;Matías;12/04/1973;2750440981;El Progreso;Guastatoya;Fiebre, Cansancio;San Andrés Villa Seca, Guatemala;Recuperado;27/03/2020
Querían;Rentería;19/08/1928;28362309149;Escuintla;Palín;Fiebre, Cansancio;Bloomington, Estados Unidos;Sospechoso;20/03/2020
Crispina;Díaz;28/02/1922;2348035113;Sololá;Sololá;Fiebre, Dificultad respiratoria;Las Ánimas, Honduras;Sospechoso;13/03/2020
Aniria;Barajas;26/12/1976;1915799333;Sacatepéquez;Santa María de Jesús;Fiebre, Tos seca, Escalofríos y dolores corporales;Scottsdale, Estados Unidos;Recuperado;18/04/2020
Frutos;Manzanares;17/03/2015;20739735153;Quiché;Pachalum;Fiebre, Tos seca;Minas de Oro, Honduras;Sospechoso;1/04/2020
Hipólito;Barrios;2/11/2010;21262447227;Escuintla;Palín;Fiebre, Dificultad respiratoria;San Diego, Estados Unidos;Confirmado;10/04/2020
Inocencio;Lozada;12/05/1943;27842561155;Huehuetenango;Cuilco;Fiebre, Tos seca;Nashville, Estados Unidos;Recuperado;19/04/2020
Desideria;Ponce;29/07/1920;29284377181;Guatemala;Mixco;Fiebre, Cansancio;Delgado, El Salvador;Confirmado;19/04/2020
Juanita;Marrero;3/07/1998;29811330135;Escuintla;Siquinalá;Fiebre, Cansancio;Charlotte, Estados Unidos;Confirmado;22/03/2020
Servio;Heredia;12/08/1981;22616376176;Sololá;Concepción;Fiebre, Tos seca;La Esperanza, Honduras;Confirmado;15/04/2020
Kiliano;Montés;11/03/1992;2865803728;Sololá;Sololá;Fiebre, Cansancio;Fresno, Estados Unidos;Sospechoso;20/04/2020
Eudoxio;Linares;6/10/2011;2920074962;San Marcos;San Marcos;Fiebre, Cansancio;Los Fresnos, Mexico;Sospechoso;23/04/2020
Fanuel;Hernandes;21/07/1945;1925737334;El Progreso;Morazán;Fiebre, Tos seca;Donostia-San Sebastian, España;Confirmado;27/04/2020
Walkiria;Olmos;8/08/2006;25027315610;Escuintla;Nueva Concepción;Fiebre, Dificultad respiratoria;La Soledad, Mexico;Recuperado;31/03/2020
Everardo;Cadena;29/11/2015;2347139652;Jalapa;Monjas;Fiebre, Dificultad respiratoria;Adolfo Ruiz Cortines, Mexico;Confirmado;10/04/2020
Delma;Alcaraz;16/12/1927;203091301610;Santa Rosa;Cuilapa;Fiebre, Dificultad respiratoria;Ustupo, Panama;Confirmado;17/03/2020
Lilian;Muro;7/06/2001;25332282210;Jalapa;Mataquescuintla;Fiebre, Tos seca, Escalofríos y dolores corporales;Puerto Cabezas, Nicaragua;Sospechoso;16/04/2020
Marvel;Rosales;8/07/1996;2279466865;San Marcos;Catarina;Fiebre, Cansancio;San Francisco, Costa Rica;Sospechoso;26/04/2020
Alfonsina;Vaca;19/02/2010;28738604310;Sololá;Sololá;Fiebre, Cansancio, Escalofríos y dolores corporales;Guadalupe, Mexico;Recuperado;27/03/2020
Dionne;Batista;20/11/1960;24942748164;Huehuetenango;Soloma;Fiebre, Cansancio, Escalofríos y dolores corporales;Maple Plain, Estados Unidos;Recuperado;9/04/2020
Mireille;Maya;20/06/1981;2011420457;Huehuetenango;La Libertad;Fiebre, Cansancio, Escalofríos y dolores corporales;San Diego, Estados Unidos;Confirmado;13/03/2020
Laban;Rivera;19/07/1932;2307462931;Baja Verapaz;Purulhá;Fiebre, Tos seca, Escalofríos y dolores corporales;Lindavista, Mexico;Recuperado;27/04/2020
Amir;Otero;20/02/1987;20909315207;Sololá;Sololá;Fiebre, Tos seca, Escalofríos y dolores corporales;Portland, Estados Unidos;Recuperado;12/04/2020
Sotero;Ordóñez;20/08/1971;26886067195;Jutiapa;Conguaco;Fiebre, Dificultad respiratoria;El Lolo, Honduras;Sospechoso;24/04/2020
Palemon;Mercado;13/05/1949;25234985136;Guatemala;San Raymundo;Fiebre, Cansancio;Buenavista, Mexico;Confirmado;22/03/2020
Hannah;Montoya;9/12/1997;2852622795;Escuintla;Palín;Fiebre, Dificultad respiratoria;Zaragoza, El Salvador;Sospechoso;22/04/2020
Rutilda;Vera;29/12/1964;2987591012;Zacapa;Teculután;Fiebre, Cansancio;San Antonio del Monte, El Salvador;Sospechoso;27/04/2020
Iñaqui;Baez;6/03/1953;2737731126;Guatemala;Fraijanes;Fiebre, Dificultad respiratoria;San Francisco, Estados Unidos;Recuperado;5/04/2020
Ladislao;Bernal;21/10/1935;23184693111;Guatemala;Chinautla;Fiebre, Tos seca, Escalofríos y dolores corporales;North Little Rock, Estados Unidos;Sospechoso;23/03/2020
Caetano;Ozuna;22/01/2012;2918968893;Guatemala;Guatemala;Fiebre, Cansancio;Charleston, Estados Unidos;Recuperado;29/03/2020
Wilfredo;Carrión;17/11/1939;29532219205;Sololá;Concepción;Fiebre, Tos seca;Jocotán, Guatemala;Confirmado;1/04/2020
Ronald;Nava;19/06/1929;2170400743;Escuintla;Palín;Fiebre, Tos seca, Escalofríos y dolores corporales;Delray Beach, Estados Unidos;Recuperado;17/04/2020
Tiago;Luján;29/05/1923;27109130177;Escuintla;San Vicente Pacaya;Fiebre, Cansancio;Rosario de Mora, El Salvador;Confirmado;24/04/2020
Dennis;Trejo;5/10/2000;2346005816;Guatemala;Fraijanes;Fiebre, Cansancio;San Sebastián, El Salvador;Recuperado;1/04/2020
Paun;Ramírez;21/08/2009;29046004223;Quetzaltenango;Cantel;Fiebre, Tos seca;Washington, Estados Unidos;Confirmado;7/04/2020
Almira;Lebrón;17/06/1957;21252214124;Retalhuleu;Santa Cruz Muluá;Fiebre, Dificultad respiratoria;Portland, Estados Unidos;Recuperado;22/03/2020
Aleida;Alemán;31/08/1952;2580584095;San Marcos;San Marcos;Fiebre, Tos seca;Springfield, Estados Unidos;Sospechoso;31/03/2020
Heberto;Regalado;23/03/1987;2074656953;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Buffalo, Estados Unidos;Recuperado;25/04/2020
América;Mesa;17/05/2005;24407141133;Zacapa;Río Hondo;Fiebre, Cansancio, Escalofríos y dolores corporales;Greensboro, Estados Unidos;Sospechoso;26/03/2020
Onofre;Vigil;11/02/1961;23243691164;Retalhuleu;Retalhuleu;Fiebre, Tos seca, Escalofríos y dolores corporales;Cabricán, Guatemala;Confirmado;10/04/2020
Balduino;Nieves;30/01/1982;22355598167;Jalapa;San Pedro Pinula;Fiebre, Tos seca, Escalofríos y dolores corporales;Telpaneca, Nicaragua;Confirmado;9/04/2020
Anthony;Olivárez;26/09/1957;252818721910;Izabal;Morales;Fiebre, Cansancio;Cartago, Costa Rica;Recuperado;6/05/2020
Alejandrino;Ávila;17/04/1939;23082688225;Sololá;Nahualá;Fiebre, Tos seca, Escalofríos y dolores corporales;Armenta, Honduras;Recuperado;31/03/2020
Delicia;Carrillo;1/02/1943;19606069221;Huehuetenango;San Rafael La Independencia;Fiebre, Cansancio;Shawnee Mission, Estados Unidos;Recuperado;5/05/2020
Torcuato;Ozuna;15/11/1934;29356944178;Jalapa;Mataquescuintla;Fiebre, Tos seca;Philadelphia, Estados Unidos;Sospechoso;4/05/2020
Aldino;Alvarado;24/01/1998;23314352210;San Marcos;Ayutla;Fiebre, Tos seca;San Antonio, Mexico;Confirmado;1/05/2020
Astryd;Cardona;22/09/1928;26504699224;Escuintla;Siquinalá;Fiebre, Tos seca, Escalofríos y dolores corporales;Alvaro Obregon, Mexico;Sospechoso;16/03/2020
Ena;Escalante;1/07/2005;2262210483;San Marcos;Comitancillo;Fiebre, Tos seca;Dolores, Nicaragua;Sospechoso;25/03/2020
Fidelia;Navarro;31/08/1934;27596571137;Santa Rosa;Guazacapán;Fiebre, Tos seca, Escalofríos y dolores corporales;Merrifield, Estados Unidos;Confirmado;6/05/2020
Aniria;Trujillo;24/02/1926;2899214436;Sololá;Panajachel;Fiebre, Cansancio, Escalofríos y dolores corporales;Sacramento, Estados Unidos;Recuperado;6/04/2020
Joav;Ramón;13/01/1975;2369584154;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Birmingham, Estados Unidos;Sospechoso;23/04/2020
Colon;Cortés;13/07/1979;20714224115;Guatemala;Chinautla;Fiebre, Tos seca;Denver, Estados Unidos;Recuperado;20/03/2020
Matteo;Colón;8/04/2007;2392236324;Petén;Flores;Fiebre, Tos seca;Joliet, Estados Unidos;Recuperado;22/03/2020
Maribel;Godínez;12/03/1953;28104452166;Huehuetenango;Jacaltenango;Fiebre, Tos seca;Washington, Estados Unidos;Sospechoso;26/04/2020
Megan;Aragón;15/10/2019;2431957645;Escuintla;Iztapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Garden Grove, Estados Unidos;Sospechoso;25/04/2020
Demócrito;Duran;15/04/1988;2328392922;Guatemala;Villa Nueva;Fiebre, Tos seca;Grand Forks, Estados Unidos;Sospechoso;3/05/2020
Enzo;Saucedo;29/07/1935;1960070917;Zacapa;Estanzuela;Fiebre, Tos seca;San Antonio, Estados Unidos;Recuperado;26/03/2020
Noe;Barreto;29/05/1987;2503998868;Guatemala;Villa Canales;Fiebre, Cansancio;Benito Juarez, Mexico;Sospechoso;28/04/2020
Ernesta;Corrales;9/07/1957;238462261010;Chimaltenango;Tecpán;Fiebre, Dificultad respiratoria;Ailigandí, Panama;Recuperado;26/03/2020
Gimena;Anaya;10/05/1972;2812038344;Huehuetenango;Santa Bárbara;Fiebre, Cansancio;Chinandega, Nicaragua;Sospechoso;13/03/2020
Lorna;Camarillo;30/07/1973;2354602198;Escuintla;San José;Fiebre, Dificultad respiratoria;La Virgen, Mexico;Confirmado;6/04/2020
Hobart;Estévez;4/08/1985;2473373296;Zacapa;Usumatlán;Fiebre, Cansancio;5 de Mayo, Mexico;Confirmado;29/03/2020
Emil;Limón;28/10/2018;2947857125;Retalhuleu;Champerico;Fiebre, Dificultad respiratoria;Emiliano Zapata, Mexico;Confirmado;14/03/2020
Tiburcio;Arteaga;27/05/1921;29615778206;Retalhuleu;Retalhuleu;Fiebre, Cansancio;La Asunción, Costa Rica;Sospechoso;14/03/2020
Auda;Muñiz;13/05/1999;28999934132;Guatemala;Fraijanes;Fiebre, Cansancio, Escalofríos y dolores corporales;Whittier, Estados Unidos;Recuperado;22/03/2020
Guzmán;Gaytan;13/12/1999;24257395204;Quiché;Pachalum;Fiebre, Tos seca, Escalofríos y dolores corporales;Iralaya, Honduras;Confirmado;6/04/2020
Errolán;Rico;13/08/2006;2844849079;Santa Rosa;Cuilapa;Fiebre, Tos seca;Chicago, Estados Unidos;Sospechoso;1/05/2020
Nayme;Hinojosa;19/12/1925;21363232115;El Progreso;San Antonio La Paz;Fiebre, Tos seca;San Ignacio de Tupile, Panama;Sospechoso;28/04/2020
Serena;Macías;10/12/1952;25365953104;Escuintla;San José;Fiebre, Cansancio;Guadalupe Victoria, Mexico;Confirmado;3/05/2020
Kyra;Guajardo;3/06/1972;2975407046;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;Ciudad Vieja, Guatemala;Confirmado;5/05/2020
Arielle;Armas;5/10/2008;2237965991;San Marcos;Comitancillo;Fiebre, Cansancio;Telde, España;Sospechoso;8/05/2020
Gerda;Rosario;11/05/1959;21477123174;Santa Rosa;Taxisco;Fiebre, Tos seca, Escalofríos y dolores corporales;Salamá, Honduras;Recuperado;8/05/2020
Adina;Abreu;26/05/1982;24734813131;Totonicapán;Momostenango;Fiebre, Cansancio;Youngstown, Estados Unidos;Recuperado;24/03/2020
Rachel;Carrasco;1/03/1935;26504332209;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;Buenavista, Mexico;Sospechoso;31/03/2020
Valente;Sandoval;5/01/1952;29651822151;Quiché;Chajul;Fiebre, Dificultad respiratoria;Diriomo, Nicaragua;Recuperado;17/03/2020
Susane;Carrasco;19/11/1946;21630460116;San Marcos;Comitancillo;Fiebre, Cansancio, Escalofríos y dolores corporales;Little Rock, Estados Unidos;Sospechoso;3/04/2020
Ulrico;Chacón;27/01/1964;27584764194;Escuintla;Tiquisate;Fiebre, Cansancio, Escalofríos y dolores corporales;Emiliano Zapata, Mexico;Recuperado;2/04/2020
Nadelina;Malave;8/12/1936;19477623104;Huehuetenango;La Libertad;Fiebre, Cansancio;Parque Industrial, Mexico;Confirmado;8/05/2020
Evangelino;Alcalá;7/02/2015;19870212121;El Progreso;Sanarate;Fiebre, Cansancio, Escalofríos y dolores corporales;Las Vegas, Estados Unidos;Confirmado;25/04/2020
Adelardo;Pina;20/07/1938;2885308685;Zacapa;Estanzuela;Fiebre, Tos seca, Escalofríos y dolores corporales;Lazaro Cardenas, Mexico;Sospechoso;14/03/2020
Arlen;Dávila;30/08/1999;25346556172;Suchitepéquez;San José El Ídolo;Fiebre, Tos seca;Trujillo, Honduras;Confirmado;8/05/2020
Adiel;Holguín;23/08/1930;20132475177;Santa Rosa;Guazacapán;Fiebre, Dificultad respiratoria;Wiwilí, Nicaragua;Confirmado;13/04/2020
Traful;Hurtado;30/03/1958;2217422973;Sololá;Sololá;Fiebre, Dificultad respiratoria;Lindavista, Mexico;Recuperado;5/04/2020
Jerusalén;Angulo;21/11/1967;2013105179;Sololá;Sololá;Fiebre, Cansancio;Messina, Italia;Recuperado;16/04/2020
Sabas;Hernádez;26/10/1949;2709121191;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Quezaltepeque, El Salvador;Sospechoso;18/03/2020
Aggie;Robles;31/03/1985;28240112121;Chiquimula;Ipala;Fiebre, Tos seca, Escalofríos y dolores corporales;Magisterial, Mexico;Confirmado;1/04/2020
Remedios;Baca;29/03/1963;29705289161;Santa Rosa;Chiquimulilla;Fiebre, Tos seca, Escalofríos y dolores corporales;Springfield, Estados Unidos;Recuperado;12/04/2020
Apolinario;Barrios;10/05/1941;2135668693;Guatemala;Fraijanes;Fiebre, Tos seca, Escalofríos y dolores corporales;Melbourne, Estados Unidos;Recuperado;16/03/2020
Carol;Garibay;10/02/2009;2422461561;Retalhuleu;Santa Cruz Muluá;Fiebre, Dificultad respiratoria;Montgomery, Estados Unidos;Confirmado;20/03/2020
Ionatán;Nazario;7/11/1996;2385415637;Jalapa;San Pedro Pinula;Fiebre, Tos seca, Escalofríos y dolores corporales;Reston, Estados Unidos;Sospechoso;14/03/2020
Cochi;Angulo;3/06/1920;28311614125;Quiché;Cunén;Fiebre, Tos seca, Escalofríos y dolores corporales;Puerto Castilla, Honduras;Recuperado;4/05/2020
Dina;Lozada;1/09/1941;25072152146;Jalapa;San Pedro Pinula;Fiebre, Tos seca;Santa María Ixhuatán, Guatemala;Confirmado;25/04/2020
Nicasio;Limón;1/03/1923;2249042594;El Progreso;San Cristóbal Acasaguastlán;Fiebre, Tos seca;Greensboro, Estados Unidos;Recuperado;13/03/2020
Colin;Carmona;2/05/1941;2842329877;Escuintla;Tiquisate;Fiebre, Cansancio, Escalofríos y dolores corporales;Chapultepec, Mexico;Recuperado;8/04/2020
Fani;Guerrero;3/09/1973;20154630199;San Marcos;Comitancillo;Fiebre, Cansancio, Escalofríos y dolores corporales;Gainesville, Estados Unidos;Sospechoso;2/05/2020
Naida;Sepúlveda;23/06/1991;19512647225;San Marcos;Comitancillo;Fiebre, Dificultad respiratoria;Miami, Estados Unidos;Sospechoso;17/03/2020
Denisa;Holguín;15/03/1943;22000009164;Guatemala;Mixco;Fiebre, Tos seca, Escalofríos y dolores corporales;Firenze, Italia;Recuperado;20/03/2020
Hermelando;Duarte;6/01/1999;21526353126;Chiquimula;Ipala;Fiebre, Cansancio, Escalofríos y dolores corporales;San Diego, Estados Unidos;Recuperado;18/03/2020
Lauro;Gonzales;13/07/1991;195275951810;Santa Rosa;Chiquimulilla;Fiebre, Tos seca, Escalofríos y dolores corporales;Yaviza, Panama;Sospechoso;9/04/2020
Juana;Calderón;21/04/1926;2506828786;Chiquimula;Olopa;Fiebre, Dificultad respiratoria;Solidaridad, Mexico;Sospechoso;6/05/2020
Alessandra;Ornelas;12/11/1957;2063975745;Retalhuleu;San Felipe;Fiebre, Tos seca;San Pedro Pinula, Guatemala;Confirmado;26/03/2020
Natividad;Juárez;10/06/2006;20387016101;Suchitepéquez;Mazatenango ;Fiebre, Tos seca, Escalofríos y dolores corporales;La Purisima, Mexico;Confirmado;22/03/2020
Ales;Madrid;29/03/1994;2410611718;San Marcos;Malacatán;Fiebre, Dificultad respiratoria;Benito Juarez, Mexico;Sospechoso;10/04/2020
Afra;Cervantes;28/11/1977;2854015789;Sololá;Panajachel;Fiebre, Tos seca, Escalofríos y dolores corporales;Venezia, Italia;Recuperado;20/03/2020
Nathanel;Tello;3/03/2012;29821582223;Totonicapán;San Bartolo;Fiebre, Tos seca, Escalofríos y dolores corporales;Pasadena, Estados Unidos;Recuperado;15/03/2020
Ram;Gutiérrez;18/06/1999;29742507144;Escuintla;Palín;Fiebre, Tos seca;Berlín, Honduras;Recuperado;24/04/2020
Marlene;Alvarado;21/10/2011;19809576124;Quiché;Chajul;Fiebre, Dificultad respiratoria;El Mirador, Mexico;Confirmado;19/04/2020
Giulia;Alanis;24/02/1954;22364510151;Guatemala;Palencia;Fiebre, Cansancio;Hartford, Estados Unidos;Sospechoso;5/04/2020
Theodora;Carrión;17/01/1938;2482336128;Guatemala;San Miguel Petapa;Fiebre, Cansancio;Francisco I Madero, Mexico;Sospechoso;8/05/2020
Debra;Brito;16/02/1960;2078003143;San Marcos;Pajapita;Fiebre, Dificultad respiratoria;Guadalupe Victoria, Mexico;Recuperado;30/04/2020
Sixta;Guillén;4/12/1989;22812097227;Escuintla;San José;Fiebre, Tos seca;Detroit, Estados Unidos;Confirmado;26/04/2020
