name;last_name;birth_date;id;city;town;symptoms;description;status
Camelia;Castro;29/03/2003;24174255124;Sololá;Concepción;Fiebre, Tos seca, Escalofríos y dolores corporales;La Libertad, Honduras;Sospechoso
Malte;Briones;28/04/2004;28196733135;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Waterbury, Estados Unidos;Sospechoso
Solomon;Zamora;28/01/1931;2300651969;Retalhuleu;Champerico;Fiebre, Tos seca;Cincinnati, Estados Unidos;Confirmado
Partenia;Padrón;23/06/1926;2049400394;Retalhuleu;San Sebastián;Fiebre, Tos seca, Escalofríos y dolores corporales;San Diego, Estados Unidos;Sospechoso
Greta;Zayas;23/04/1978;19302053179;Retalhuleu;San Sebastián;Fiebre, Dificultad respiratoria;Los Nogales, Mexico;Confirmado
Gracias;Borrego;6/09/1971;27468377137;El Progreso;Morazán;Fiebre, Cansancio, Escalofríos y dolores corporales;Morelos, Mexico;Sospechoso
Itamar;Mora;2/02/1974;2439044173;Guatemala;San Raymundo;Fiebre, Tos seca, Escalofríos y dolores corporales;El Crucero, Nicaragua;Confirmado
Alcia;Cervantes;28/03/2006;23841968165;Totonicapán;San Bartolo;Fiebre, Cansancio;Santa Cruz, Honduras;Sospechoso
Rayen;Fajardo;3/10/1951;29390030208;Retalhuleu;Retalhuleu;Fiebre, Cansancio;Alameda, Mexico;Confirmado
Jonah;Burgos;2/06/1928;24996919910;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Evansville, Estados Unidos;Confirmado
Nerón;Montanez;2/12/1945;2188276437;Escuintla;Iztapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Miami, Estados Unidos;Confirmado
Seaghdha;Aguilera;1/04/1975;2996760264;Guatemala;Fraijanes;Fiebre, Tos seca;Lazaro Cardenas, Mexico;Confirmado
Laurence;Zelaya;10/06/1997;243247891910;Suchitepéquez;Cuyotenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Gatesville, Estados Unidos;Recuperado
Verónica;Medina;21/05/1956;2095430429;Huehuetenango;Nentón;Fiebre, Cansancio;Jerez, Guatemala;Sospechoso
Cancio;Armijo;11/10/1986;22077335126;Quetzaltenango;Almolonga;Fiebre, Cansancio, Escalofríos y dolores corporales;Jefferson City, Estados Unidos;Recuperado
Bibiano;Orta;20/05/1976;26139533223; Quetzaltenango; Cantel;Fiebre, Cansancio, Escalofríos y dolores corporales;Monroe, Estados Unidos;Recuperado
Leonela;Barajas;10/10/2013;2659838313;Jutiapa;Comapa;Fiebre, Dificultad respiratoria;Benito Juarez, Mexico;Sospechoso
Sharif;Rojas;19/10/1994;22260761176;Guatemala;Villa Nueva;Fiebre, Dificultad respiratoria;San Francisco, Estados Unidos;Recuperado
Eloy;Batista;9/02/1997;24404991107;Chimaltenango;Patzún;Fiebre, Tos seca;Milano, Italia;Recuperado
Valentino;Castro;23/09/1934;2456351284;Quetzaltenango;Salcajá;Fiebre, Cansancio, Escalofríos y dolores corporales;Albany, Estados Unidos;Sospechoso
Malco;Negrete;27/12/1920;28857772214;Sololá;Sololá;Fiebre, Cansancio;La Purisima, Mexico;Sospechoso
Acacio;Portillo;30/01/1974;24443557124;Quiché;Cunén;Fiebre, Cansancio, Escalofríos y dolores corporales;Panamá, Panama;Confirmado
Agatha;Montalvo;12/08/1949;2957020122;Alta Verapaz;Tamahú;Fiebre, Cansancio;San Francisco, Costa Rica;Confirmado
Selene;Sandoval;26/10/1945;2117680545;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;El Paso, Estados Unidos;Recuperado
Nur;Mondragón;1/01/1965;29323079205;Chiquimula;Olopa;Fiebre, Dificultad respiratoria;Sevilla, España;Sospechoso
Abigaíl;Adame;17/12/1977;2138522941;Suchitepéquez;Mazatenango ;Fiebre, Dificultad respiratoria;Buenavista, Mexico;Recuperado
Erberto;Velasco;15/10/1962;2228453046;Zacapa;Cabañas;Fiebre, Tos seca;Venezia, Italia;Sospechoso
Nicasio;Barrios;18/05/1926;269712191110;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Vancouver, Estados Unidos;Recuperado
Gilberta;Merino;10/11/1982;2143689296;Zacapa;Cabañas;Fiebre, Tos seca;Richmond, Estados Unidos;Recuperado
Cadelaria;Segura;28/10/1933;2474184825;Jutiapa;Comapa;Fiebre, Tos seca;Kissimmee, Estados Unidos;Recuperado
Mirko;Nieto;2/01/1973;2113562935;Jutiapa;Jerez;Fiebre, Cansancio, Escalofríos y dolores corporales;Garden Grove, Estados Unidos;Sospechoso
Dallas;Griego;29/08/2017;2513918528;San Marcos;Catarina;Fiebre, Cansancio, Escalofríos y dolores corporales;New York City, Estados Unidos;Confirmado
Illcapil;Holguín;28/11/1975;29346907144;Baja Verapaz;Salamá;Fiebre, Cansancio, Escalofríos y dolores corporales;El Suyatal, Honduras;Sospechoso
Piuque;Salgado;10/11/2007;2991101812;Izabal;El Estor;Fiebre, Cansancio;Birmingham, Estados Unidos;Recuperado
Wendy;Aguayo;23/06/2011;19861386145;Guatemala;Guatemala;Fiebre, Cansancio;Tierra Blanca, Mexico;Confirmado
Maureen;Casillas;28/06/1988;1917932431;Jalapa;San Manuel Chaparrón;Fiebre, Tos seca;Guadalupe Victoria, Mexico;Confirmado
Paco;Colunga;17/04/1970;21637567203;Jutiapa;Jalpatagua;Fiebre, Cansancio;Pueblo Nuevo Viñas, Guatemala;Recuperado
Aline;Montoya;2/08/1990;2505897847;Alta Verapaz;Santa Cruz Verapaz;Fiebre, Tos seca;Monjarás, Honduras;Sospechoso
Leoncia;Serrato;1/07/1963;2608375431;Retalhuleu;Champerico;Fiebre, Tos seca, Escalofríos y dolores corporales;Veracruz, Panama;Recuperado
Arandú;Guajardo;8/11/1930;2503602777;Huehuetenango;La Libertad;Fiebre, Tos seca, Escalofríos y dolores corporales;Tola, Nicaragua;Recuperado
Ainara;Nieves;14/05/1982;23803307146;Baja Verapaz;Salamá;Fiebre, Cansancio;San Francisco, Mexico;Sospechoso
Maureen;Pagan;18/11/1961;2320104858;San Marcos;San Marcos;Fiebre, Dificultad respiratoria;San Miguel Chicaj, Guatemala;Sospechoso
Argenis;Olivo;30/10/1936;2413432491;Sololá;San Antonio Palopó;Fiebre, Dificultad respiratoria;Francisco Villa, Mexico;Confirmado
Ansaldo;Briseño;30/11/2012;24148069163;Izabal;Puerto Barrios;Fiebre, Tos seca, Escalofríos y dolores corporales;Buenavista, Mexico;Recuperado
Aristarco;Almonte;3/11/2016;2757440531;Jalapa;San Pedro Pinula;Fiebre, Tos seca, Escalofríos y dolores corporales;Toledo, Estados Unidos;Sospechoso
Alesio;Carrasco;6/06/2004;255508962210;San Marcos;Malacatán;Fiebre, Tos seca;San Antonio del Monte, El Salvador;Confirmado
Alicia;Cadena;15/11/2012;26539600208;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Nashville, Estados Unidos;Sospechoso
Ilario;Paredes;20/12/2001;2149991159;Retalhuleu;Champerico;Fiebre, Dificultad respiratoria;Lazaro Cardenas, Mexico;Sospechoso
Duncan;Tafoya;3/12/2006;1987510268;Sololá;Nahualá;Fiebre, Tos seca;Toledo, España;Sospechoso
Apollo;Velasco;17/09/1943;2346864316;Jutiapa;Jerez;Fiebre, Tos seca, Escalofríos y dolores corporales;Houston, Estados Unidos;Sospechoso
Casiana;Camarillo;11/07/2008;28532066228;Santa Rosa;Taxisco;Fiebre, Cansancio, Escalofríos y dolores corporales;Chuarrancho, Guatemala;Recuperado
Avelina;Cabrera;11/01/1966;28400561111;Zacapa;Río Hondo;Fiebre, Cansancio;San Antonio, Mexico;Sospechoso
Merces;Carmona;20/09/1941;2223683472;Escuintla;Tiquisate;Fiebre, Tos seca;San Pedro Carchá, Guatemala;Confirmado
Yve;Urena;13/11/1990;2526031987;Santa Rosa;Chiquimulilla;Fiebre, Dificultad respiratoria;Pejibaye, Costa Rica;Confirmado
Anahí;Pulido;15/11/1954;25934295105;Retalhuleu;Retalhuleu;Fiebre, Cansancio;Hidalgo, Mexico;Sospechoso
Jeremy;Aparicio;17/09/1952;2020705162;El Progreso;San Cristóbal Acasaguastlán;Fiebre, Cansancio;Jackson, Estados Unidos;Confirmado
Nasha;Cerda;22/12/1978;21003809101;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;San Pablo, Costa Rica;Recuperado
Yasmín;Martínez;27/12/2014;27356031194;Huehuetenango;Soloma;Fiebre, Tos seca;Río Alejandro, Panama;Sospechoso
Dalila;Valentín;22/06/1931;2199216112;Zacapa;Estanzuela;Fiebre, Tos seca, Escalofríos y dolores corporales;Paquera, Costa Rica;Sospechoso
Nur;Segovia;7/12/2006;24572765168;Escuintla;Palín;Fiebre, Dificultad respiratoria;Los Fresnos, Mexico;Sospechoso
Caetano;Valenzuela;1/07/1986;24077462155;Zacapa;Río Hondo;Fiebre, Dificultad respiratoria;Bergamo, Italia;Sospechoso
Augustus;Hernández;15/12/2018;25734250214;Huehuetenango;San Rafael La Independencia;Fiebre, Tos seca;Pensacola, Estados Unidos;Sospechoso
Haidee;Tafoya;15/02/1988;2649270435;Jalapa;San Pedro Pinula;Fiebre, Cansancio;Baltimore, Estados Unidos;Recuperado
Laszlo;Lucio;13/11/1943;25649403146;San Marcos;San Marcos;Fiebre, Cansancio;Ilama, Honduras;Confirmado
Elias;Sandoval;17/01/1948;24648704310;Zacapa;Usumatlán;Fiebre, Tos seca, Escalofríos y dolores corporales;Saint Paul, Estados Unidos;Confirmado
Xalome;Tejada;30/09/2004;22952281115;Escuintla;San José;Fiebre, Cansancio;Columbus, Estados Unidos;Confirmado
Seraphin;Zambrano;19/11/2005;2431318077;Escuintla;San José;Fiebre, Cansancio;Telpaneca, Nicaragua;Recuperado
Daila;Pichardo;10/07/1922;19231158183;Sacatepéquez;Alotenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Phoenix, Estados Unidos;Sospechoso
Erica;Jaimes;6/04/2012;2317948998;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Spring, Estados Unidos;Confirmado
Violetta;Salcedo;7/08/1922;19759465164;San Marcos;Comitancillo;Fiebre, Tos seca;Pompano Beach, Estados Unidos;Confirmado
Corina;Negrete;27/02/1924;20149222138;San Marcos;Malacatán;Fiebre, Tos seca, Escalofríos y dolores corporales;Chicago, Estados Unidos;Sospechoso
Alexandra;Quezada;13/10/1976;2383949446;Escuintla;Nueva Concepción;Fiebre, Cansancio;Richmond, Estados Unidos;Sospechoso
Karl;Vanegas;27/03/1987;20934462105;Escuintla;San Vicente Pacaya;Fiebre, Dificultad respiratoria;Delgado, El Salvador;Recuperado
Emilse;Arévalo;26/01/1955;2576924394;Izabal;Morales;Fiebre, Cansancio;Magisterial, Mexico;Confirmado
Guiomar;Valdivia;19/11/1972;21313467215;Izabal;El Estor;Fiebre, Dificultad respiratoria;Cadiz, España;Sospechoso
Ester;Olvera;18/09/1998;20482972145;Guatemala;Villa Nueva;Fiebre, Tos seca;Quezaltepeque, El Salvador;Sospechoso
Absalom;Pineda;7/05/2006;24028051123;Jutiapa;Comapa;Fiebre, Tos seca;Independencia, Mexico;Sospechoso
Sophie;Nazario;6/11/1992;2360101684;Escuintla;Siquinalá;Fiebre, Dificultad respiratoria;Pueblo Nuevo, Panama;Sospechoso
Egidio;Villa;1/03/1984;1995092471;Jutiapa;Conguaco;Fiebre, Tos seca, Escalofríos y dolores corporales;Fovissste, Mexico;Recuperado
Baco;Ozuna;15/06/1983;21969381192;Escuintla;San Vicente Pacaya;Fiebre, Cansancio, Escalofríos y dolores corporales;Greensboro, Estados Unidos;Confirmado
Dina;Calvillo;8/02/1922;25419907178;San Marcos;Malacatán;Fiebre, Dificultad respiratoria;San Antonio, Mexico;Confirmado
Eunice;Franco;25/08/1969;20658330166;Guatemala;Fraijanes;Fiebre, Dificultad respiratoria;Nuevo Emperador, Panama;Sospechoso
Angustias;Heredia;29/10/1956;19777290135;Guatemala;Mixco;Fiebre, Tos seca, Escalofríos y dolores corporales;El Coco, Panama;Confirmado
Ruby;Escamilla;4/10/1954;29104303116;San Marcos;Catarina;Fiebre, Dificultad respiratoria;Batán, Costa Rica;Confirmado
Vanna;Atencio;25/01/1958;23694357910;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Boston, Estados Unidos;Sospechoso
Baudelio;Espinal;3/09/1960;26041212117;Escuintla;Siquinalá;Fiebre, Tos seca, Escalofríos y dolores corporales;Saint Paul, Estados Unidos;Confirmado
Abi;Saucedo;7/12/1956;260224131810;Chiquimula;Quezaltepeque;Fiebre, Cansancio, Escalofríos y dolores corporales;San Agustín, Honduras;Confirmado
Prisca;Ferrer;20/12/1961;1995242782;Retalhuleu;Champerico;Fiebre, Tos seca;Oceanside, Estados Unidos;Confirmado
Cleofas;Vallejo;6/09/1989;25402949179;Guatemala;Mixco;Fiebre, Cansancio;Atiquizaya, El Salvador;Confirmado
Iona;Ramos;15/02/1961;2453735483;Chiquimula;Olopa;Fiebre, Cansancio;Torino, Italia;Recuperado
Silverio;Guerra;29/10/1942;19819732167;Guatemala;Guatemala;Fiebre, Tos seca;San Agustín, Honduras;Sospechoso
Onofre;Porras;21/02/1977;2405989967;San Marcos;Comitancillo;Fiebre, Cansancio, Escalofríos y dolores corporales;Tallahassee, Estados Unidos;Sospechoso
Sadoth;Alvarado;27/04/1975;28965191184;Sololá;Sololá;Fiebre, Cansancio;Berlín, El Salvador;Confirmado
Anna;Delgadillo;30/06/1957;2963963216;Zacapa;Teculután;Fiebre, Dificultad respiratoria;La Soledad, Mexico;Recuperado
Egberto;Lira;26/09/1962;21873140157;Escuintla;Siquinalá;Fiebre, Cansancio;Denver, Estados Unidos;Confirmado
Amatista;Madrigal;2/09/1961;26836071910;Escuintla;Tiquisate;Fiebre, Tos seca, Escalofríos y dolores corporales;Greensboro, Estados Unidos;Confirmado
Teo;Ceja;2/10/1974;24327843147;Guatemala;Fraijanes;Fiebre, Dificultad respiratoria;Milwaukee, Estados Unidos;Recuperado
Quintilo;Urrútia;24/05/2011;19044357186;Escuintla;Siquinalá;Fiebre, Cansancio, Escalofríos y dolores corporales;New York City, Estados Unidos;Confirmado
Cristopher;Alonzo;9/01/1944;19752733134;Izabal;El Estor;Fiebre, Cansancio;San Miguelito, Panama;Confirmado
Partenia;Madrid;27/12/1926;25748821197;Escuintla;Siquinalá;Fiebre, Tos seca;Benito Juarez, Mexico;Confirmado
Rut;Rosas;25/07/1999;2042161596;Jalapa;San Pedro Pinula;Fiebre, Cansancio, Escalofríos y dolores corporales;Baton Rouge, Estados Unidos;Recuperado
Eufemio;Palomino;28/10/2004;2023181871;Izabal;El Estor;Fiebre, Cansancio, Escalofríos y dolores corporales;Billings, Estados Unidos;Sospechoso
Celsa;Rivera;10/03/1986;2480889267;Guatemala;Villa Nueva;Fiebre, Cansancio;El Chol, Guatemala;Recuperado
Werner;Ledesma;18/05/1979;2978187569;Chiquimula;Ipala;Fiebre, Tos seca, Escalofríos y dolores corporales;Mesa, Estados Unidos;Recuperado
Lalita;Solano;27/02/1970;21479332135;Sololá;Concepción;Fiebre, Cansancio;Virginia Beach, Estados Unidos;Recuperado
Sharif;Espinal;6/06/1995;19932471224;Huehuetenango;La Libertad;Fiebre, Dificultad respiratoria;Jacksonville, Estados Unidos;Sospechoso
Lionel;Tello;8/09/1963;19617105134;Escuintla;Palín;Fiebre, Dificultad respiratoria;Miguel Hidalgo, Mexico;Confirmado
Ian;Molina;17/09/1930;29026204222;Guatemala;Guatemala;Fiebre, Tos seca;Des Moines, Estados Unidos;Recuperado
Presentación;Alfaro;16/02/1960;22112695161;Jalapa;San Luis Jilotepeque;Fiebre, Tos seca;Reggio Calabria, Italia;Recuperado
Custodia;Naranjo;17/05/1937;23597979152;Sacatepéquez;Pastores;Fiebre, Cansancio, Escalofríos y dolores corporales;La Cañada, Mexico;Confirmado
Mickey;Urías;5/04/1960;25561319158;San Marcos;San Marcos;Fiebre, Tos seca;Tucson, Estados Unidos;Sospechoso
Heinz;Valentín;1/03/1979;19541703810;Quetzaltenango;Salcajá;Fiebre, Tos seca, Escalofríos y dolores corporales;New York City, Estados Unidos;Confirmado
Madox;Solís;16/07/1954;29875043166;Quetzaltenango;Cantel;Fiebre, Tos seca, Escalofríos y dolores corporales;Chirilagua, El Salvador;Recuperado
Juven;Pedroza;21/09/1959;20679968157;Sololá;San Antonio Palopó;Fiebre, Tos seca;Jefferson City, Estados Unidos;Sospechoso
Dorina;Atencio;1/02/1991;279903701710;Huehuetenango;La Libertad;Fiebre, Cansancio, Escalofríos y dolores corporales;San Andrés, Guatemala;Confirmado
Analía;Segura;29/08/1949;26685651194;Chimaltenango;San Juan Comalapa;Fiebre, Dificultad respiratoria;Sacramento, Estados Unidos;Recuperado
Estanislao;Ulloa;18/12/1936;23448840108;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Pamplona/Iruña, España;Confirmado
Ninfa;Salcido;28/11/1930;21957909167;Chiquimula;Chiquimula;Fiebre, Cansancio;Casa Quemada, Honduras;Recuperado
Aminta;Manzanares;10/07/2019;26428907117;Guatemala;San Raymundo;Fiebre, Dificultad respiratoria;León, Nicaragua;Sospechoso
Melba;Zepeda;30/04/1937;24470941226;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Guadalupe, Mexico;Sospechoso
Ordoño;Estévez;17/03/1945;22466330114;Jalapa;Jalapa;Fiebre, Cansancio;Saint Petersburg, Estados Unidos;Sospechoso
Fuencista;Covas;14/07/1996;207235801510;Izabal;Puerto Barrios;Fiebre, Cansancio;Lindavista, Mexico;Confirmado
Zair;Solano;4/11/1928;25350350223;Quetzaltenango;Quetzaltenango;Fiebre, Dificultad respiratoria;Ancona, Italia;Confirmado
Tiara;Montez;4/11/1938;19570318156;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Santa Ana, Guatemala;Sospechoso
Juvenal;Perales;10/12/1979;28412558123;Sololá;Concepción;Fiebre, Tos seca;Leon, España;Sospechoso
Donatela;Portillo;18/09/1999;23332026108;Escuintla;San Vicente Pacaya;Fiebre, Cansancio, Escalofríos y dolores corporales;Los Fresnos, Mexico;Sospechoso
Apollo;Zepeda;1/06/1947;2345380031;Escuintla;Palín;Fiebre, Tos seca, Escalofríos y dolores corporales;El Rincón, Panama;Recuperado
Barnie;Gamez;22/11/2009;28399290178;Sacatepéquez;Santa María de Jesús;Fiebre, Cansancio;La Labor, Honduras;Confirmado
Parmenio;Aparicio;31/12/2002;19228046149;Guatemala;Villa Canales;Fiebre, Dificultad respiratoria;Guadalupe, Mexico;Recuperado
Nilda;Argüello;26/11/1976;24390691108;Zacapa;Usumatlán;Fiebre, Tos seca, Escalofríos y dolores corporales;Amapala, Honduras;Sospechoso
Rita;Tovar;20/07/1967;19147563145;Jutiapa;El Adelanto;Fiebre, Cansancio, Escalofríos y dolores corporales;Desamparados, Costa Rica;Recuperado
Cuasimodo;Curiel;30/08/2010;2557831453;Jutiapa;El Adelanto;Fiebre, Cansancio, Escalofríos y dolores corporales;Oratorio, Guatemala;Sospechoso
Agnelo;Cano;30/08/1972;2083338287;Guatemala;Guatemala;Fiebre, Tos seca;Altavista, Mexico;Confirmado
Livino;Vaca;10/10/1996;25995994111;Escuintla;San José;Fiebre, Cansancio;Las Vegas, Estados Unidos;Confirmado
Agostina;Cadena;22/01/1995;19589361162;Escuintla;Palín;Fiebre, Cansancio;San José El Ídolo, Guatemala;Confirmado
Marcio;Montano;21/05/1980;20356707205;Guatemala;Guatemala;Fiebre, Cansancio;San Sebastián, El Salvador;Confirmado
Lucelia;Fuentes;14/09/1988;22880673161;Jutiapa;Jalpatagua;Fiebre, Tos seca;Memphis, Estados Unidos;Confirmado
Adelaida;Rodrígez;24/02/1958;2963147563;Guatemala;Guatemala;Fiebre, Cansancio;Sunnyvale, Estados Unidos;Sospechoso
Evodia;Ulibarri;23/12/2008;20874223228;Escuintla;Siquinalá;Fiebre, Cansancio;Cincinnati, Estados Unidos;Confirmado
Deidamia;Moreno;23/10/1944;2773670613;Escuintla;Palín;Fiebre, Tos seca;Joconal, Honduras;Recuperado
Leylen;Crespo;4/09/1981;25708716174;Jutiapa;Conguaco;Fiebre, Tos seca, Escalofríos y dolores corporales;Norfolk, Estados Unidos;Confirmado
Bernabé;Tello;1/02/1940;211484851310;Guatemala;Villa Nueva;Fiebre, Dificultad respiratoria;Apopa, El Salvador;Sospechoso
Gotardo;Saldivar;25/10/1928;213333252210; Quetzaltenango; San Carlos Sija;Fiebre, Cansancio, Escalofríos y dolores corporales;Palmas De Gran Canaria, Las, España;Sospechoso
Najla;Fuentes;3/06/1978;2907728871;Huehuetenango;Santa Bárbara;Fiebre, Tos seca, Escalofríos y dolores corporales;Palmas Bellas, Panama;Confirmado
Anarda;Guajardo;7/04/1922;2005774947;Guatemala;Villa Nueva;Fiebre, Cansancio;El Estor, Guatemala;Recuperado
Estanislao;Sauceda;5/07/1960;28438443198;Chimaltenango;Patzún;Fiebre, Tos seca, Escalofríos y dolores corporales;Nuevo Arraiján, Panama;Recuperado
Iñaqui;Perea;15/03/1953;206866552110;Quiché;Santa María Nebaj;Fiebre, Dificultad respiratoria;San Juan, Mexico;Confirmado
Heliana;Grijalva;7/11/1955;29667340111;Huehuetenango;Cuilco;Fiebre, Cansancio;Baltimore, Estados Unidos;Recuperado
Natasha;Arteaga;28/08/1940;26725182148;San Marcos;Catarina;Fiebre, Tos seca;Newark, Estados Unidos;Sospechoso
Santino;Galarza;7/05/2011;2901880511;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Chicago, Estados Unidos;Sospechoso
Griego;Orta;24/09/1975;2459499275;Escuintla;San Vicente Pacaya;Fiebre, Cansancio;Lleida, España;Recuperado
Lautaro;Garibay;8/08/1953;2282149232;Escuintla;Iztapa;Fiebre, Dificultad respiratoria;Río Blanquito, Honduras;Sospechoso
Elsira;Alva;19/06/2006;22475198211;San Marcos;Malacatán;Fiebre, Tos seca;Vienna, Estados Unidos;Recuperado
Laercio;Ochoa;13/07/1923;19331477216;Sololá;Sololá;Fiebre, Tos seca, Escalofríos y dolores corporales;Pastores, Guatemala;Sospechoso
Conrad;Gastelum;24/12/1958;24987635163;Escuintla;San Vicente Pacaya;Fiebre, Cansancio;Manlio Fabio Altamirano, Mexico;Confirmado
Yaima;Leal;11/03/1953;28500637162;Sololá;Nahualá;Fiebre, Dificultad respiratoria;Santa María Ixhuatán, Guatemala;Confirmado
Amapola;Rodarte;9/01/1963;27241224212;Sacatepéquez;San Miguel Dueñas;Fiebre, Tos seca, Escalofríos y dolores corporales;Apopa, El Salvador;Confirmado
Kiara;Atencio;24/07/1991;24329336126;Escuintla;Tiquisate;Fiebre, Dificultad respiratoria;Colón, Panama;Confirmado
Sofiel;Gurule;24/02/1971;25674095167;Jalapa;San Manuel Chaparrón;Fiebre, Cansancio, Escalofríos y dolores corporales;La Libertad, Nicaragua;Recuperado
Celide;Barragán;26/08/1955;27398315222;Escuintla;Iztapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Washington, Estados Unidos;Sospechoso
Nuncia;Cedillo;8/01/1978;2207665942;Guatemala;Fraijanes;Fiebre, Dificultad respiratoria;Las Flores, Mexico;Sospechoso
Edmund;Maldonado;10/01/1992;2749200562;Retalhuleu;Santa Cruz Muluá;Fiebre, Cansancio;Obrera, Mexico;Recuperado
Lioba;Mora;20/02/1996;28084704103;Izabal;Los Amates;Fiebre, Tos seca;San Vicente Centenario, Honduras;Confirmado
Nils;Gamboa;1/08/1966;28490503136;Huehuetenango;La Libertad;Fiebre, Tos seca, Escalofríos y dolores corporales;Tuscaloosa, Estados Unidos;Sospechoso
Betania;Raya;10/01/1991;25355346212;Escuintla;Palín;Fiebre, Tos seca, Escalofríos y dolores corporales;Tuscaloosa, Estados Unidos;Confirmado
Gaudencio;Toledo;12/01/2010;24539706117;San Marcos;Comitancillo;Fiebre, Cansancio;San Francisco, Estados Unidos;Sospechoso
Lisístrato;Rolón;1/06/2004;20461816139;Escuintla;Guaganazapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Springfield, Estados Unidos;Recuperado
Ester;Solano;14/05/1978;22685352145;Retalhuleu;Retalhuleu;Fiebre, Tos seca;Reitoca, Honduras;Recuperado
Gerlac;Jaramillo;16/03/1930;19521242158;Chiquimula;Chiquimula;Fiebre, Tos seca, Escalofríos y dolores corporales;Midland, Estados Unidos;Recuperado
Aristeo;Padilla;31/08/1954;28523305166;Guatemala;Guatemala;Fiebre, Tos seca;San Rafael Oriente, El Salvador;Sospechoso
Guy;Rangel;25/02/1958;2356387677;Escuintla;Iztapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Morazán, Guatemala;Confirmado
Quichauel;Barragán;24/05/1976;22495656209;San Marcos;Pajapita;Fiebre, Tos seca, Escalofríos y dolores corporales;Loma Bonita, Mexico;Sospechoso
Inan;Porras;17/01/1938;2726198726;Santa Rosa;Cuilapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Nuevo Emperador, Panama;Recuperado
Olaf;Colón;29/12/1953;22876820109;Sololá;Sololá;Fiebre, Cansancio, Escalofríos y dolores corporales;Albacete, España;Sospechoso
Aciscio;Mesa;11/08/1940;24568263217;Guatemala;San Miguel Petapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Houston, Estados Unidos;Recuperado
Ahmed;Godínez;19/08/1943;20938580106;San Marcos;Catarina;Fiebre, Cansancio;Lansing, Estados Unidos;Recuperado
Joaquin;Robles;19/01/1961;25345614127;Chiquimula;Jocotán;Fiebre, Cansancio;Columbia, Estados Unidos;Sospechoso
Giordano;Ocasio;20/07/1986;24076814135;Chiquimula;Olopa;Fiebre, Tos seca;Emiliano Zapata, Mexico;Sospechoso
Tilo;Cuellar;5/05/1947;19274716148;Escuintla;Siquinalá;Fiebre, Cansancio, Escalofríos y dolores corporales;Chattanooga, Estados Unidos;Recuperado
Anastasio;Soto;16/02/1977;288741192110;San Marcos;Ayutla;Fiebre, Cansancio;Buenavista, Mexico;Sospechoso
Ahinoa;Arroyo;4/10/1929;2479623868;Retalhuleu;Retalhuleu;Fiebre, Dificultad respiratoria;Arada, Honduras;Confirmado
Louisa;Lerma;5/08/1969;22543869155;Guatemala;Guatemala;Fiebre, Cansancio;Grand Forks, Estados Unidos;Recuperado
Michael;Iglesias;4/08/1932;280771201510;Santa Rosa;Cuilapa;Fiebre, Tos seca, Escalofríos y dolores corporales;San Rafael, Mexico;Confirmado
Laurencio;Quiñones;30/11/1928;27448909169;Guatemala;Villa Nueva;Fiebre, Dificultad respiratoria;Grand Rapids, Estados Unidos;Sospechoso
Uberto;Corral;24/02/1985;295750101310;Sololá;Panajachel;Fiebre, Tos seca;Gainesville, Estados Unidos;Confirmado
Felicidad;Ontiveros;22/03/1939;202052551410;Retalhuleu;Santa Cruz Muluá;Fiebre, Cansancio;El Crucero, Nicaragua;Recuperado
Sadoth;Fernández;25/04/2003;20659412142;Baja Verapaz;Purulhá;Fiebre, Cansancio;Tampa, Estados Unidos;Sospechoso
Ross;Bustos;10/07/1923;24860467211;Guatemala;Guatemala;Fiebre, Cansancio;Gary, Estados Unidos;Recuperado
Henrey;Saldivar;6/02/1948;2168429542;Retalhuleu;Santa Cruz Muluá;Fiebre, Dificultad respiratoria;Toledo, Estados Unidos;Confirmado
Adela;Sisneros;10/05/1959;2407048372;Guatemala;Amatitlán;Fiebre, Cansancio;Guabito, Panama;Confirmado
Ariano;Tapia;27/10/1945;2202311511;Guatemala;Villa Nueva;Fiebre, Dificultad respiratoria;Colorado Springs, Estados Unidos;Confirmado
